y1,h1,y2,h2,snr_db,b1,b2
-7.333958111361013610e-02,-1.564993198902151772e-01,-2.183843561332813543e+00,-6.023683510729676005e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-6.316700987936385570e-01,7.092971250305386555e-01,-6.278691496653097115e-01,2.300444809261945889e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.142283343301525145e-01,-6.837658460120698001e-01,3.621669973225764005e-01,1.913179087440379511e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.471344845425522685e-01,8.941097554765466970e-01,-1.842193419233850715e-02,-2.184782657820951712e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.226328671659028480e-01,2.165373792746058346e+00,1.124427581411369559e+00,-2.085355907775192641e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.545026215544738513e-02,4.515745595310201588e-01,-5.930388357745282057e-01,7.543993841796352573e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.226051506332286101e-01,2.202271918351547120e-01,1.326260024570989682e+00,-1.161065688708136090e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.221473171971845462e-01,-4.647177616331239491e-01,4.498695482939201185e-01,4.355302003844395697e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.543219832471208530e-01,1.509521897188448536e+00,-7.873066454666810543e-02,-8.121104198055797418e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.285840781676560685e+00,1.147024050377035920e+00,-1.412244984929043046e-01,3.729656563915607626e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.040977487851258765e+00,-1.505529839769497613e+00,-1.734102377185318677e-01,2.536458061635286088e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.100574611981587347e+00,9.857128550531784050e-01,-1.322693955579145264e+00,-1.075328797162213634e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.062874586418615319e-01,-6.620893107387193499e-01,2.325905491502584077e+00,1.156334957254497642e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.849159513818248612e+00,-1.173872849152640452e+00,2.783739660743881572e+00,1.169125338130947878e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.363517304972731992e-01,-7.013358079983093851e-02,-2.917498892036007874e-02,5.357628467259694105e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.352675880635118899e-01,-6.625522905160031728e-01,2.469009034649567003e+00,-1.833565442055473005e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.770403181593721342e-01,1.164564192072798710e+00,-9.304748944820602219e-01,-7.564657452371725821e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.221897474920880633e+00,-1.263914031074200084e+00,1.426214633214415162e-01,4.723512914248811367e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.263852597366948771e-03,-1.292559998404831045e+00,8.870899844608511886e-01,9.297922956500995761e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.537091086799571515e+00,-9.511911658689230498e-01,-2.474057164283280930e-01,-8.387941815196887640e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.856541280480498268e-02,-1.431011438346390108e-01,-2.759374214903520084e+00,-2.585630633055953087e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.378741205300062944e-02,5.888140192789390603e-01,-8.795645188252971813e-01,-1.040865143451498165e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.353783730510664141e+00,-1.094135951079660662e+00,-6.429268686149437473e-01,6.506510670288968567e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.992391504284329873e-01,-7.294247922521348571e-01,-1.875913697994960216e+00,-8.252033391888342617e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.950902826297159276e+00,-1.576061302943216003e+00,-9.945666501622875133e-01,1.430635135141535175e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.942172005269047874e-01,-2.036855474466026661e-01,6.221482087632346225e-01,-3.373201062632109615e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.764106321431819779e-01,-1.030421760527516328e+00,5.652235803313175877e-01,1.610630817854471708e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-8.292878195664413754e-01,2.166897427356001327e+00,2.226936070922335698e-01,-1.161841545781511664e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.160350600874106686e+00,1.921570390216441160e+00,1.359354765543645538e+00,-5.764164721388424784e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.924099698948403381e-01,-9.403621345622410477e-01,-1.942524583031874474e+00,7.460892002321739547e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.995144592400926453e-01,1.299234761392678850e-01,-5.641929375705607708e-01,-9.043760034930177216e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.272304385653275194e+00,4.120696814056241664e-01,3.592933611910364533e+00,3.439798402897512375e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.887071983296537248e-01,-5.552836068754857246e-01,1.250854463136262140e+00,1.217142529979768240e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.600584088614387168e-02,-4.008978300382694537e-01,-1.789368930033295335e+00,-4.343789753550627575e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.422589275139619691e-01,6.308471062827826215e-01,5.222130925078881658e-01,4.784435902364204685e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.315607737626095286e+00,-2.814424295077916360e-01,5.958596941418663473e-01,-3.500755038071775571e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.049992922211146151e-01,-3.116346497492266110e-01,-1.532247458365928905e+00,-2.154445623050803005e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.142026483901336098e-01,-4.092141140807038779e-02,-4.172546910065998427e-01,1.307778358460140344e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.686316867246016038e+00,1.225477290577109635e+00,2.251984689713467103e-01,1.825616522149002829e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.978095542430720277e-01,-2.717888864501666335e-01,-1.817191019263066476e+00,1.683342935159292564e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.044907569184313045e+00,3.770884187277875332e-01,1.323126644420885012e-01,-6.808461483984035167e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.812510700669609287e-01,2.282574202321593637e-01,8.132118778586625574e-01,8.773225125830627080e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.288120698513669504e-01,7.046918018283470087e-01,2.088832419144606156e-01,6.111617717800571503e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.200847160551007153e+00,-2.048196443183172843e-01,-3.075167088376404845e-01,1.175940401395001667e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.603677128627411186e-01,-5.025118448892940126e-01,-2.853539551255430684e-01,-3.322282456133320849e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-9.573675869460639420e-01,-6.987886392206321684e-01,4.283960857712123538e-01,4.467190860167642441e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.042467071193839079e+00,2.276543585103739109e-01,2.906838542511009926e-01,4.062058636591309724e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-5.535765795552650692e-01,1.295506580549443121e-01,9.112235061781261969e-01,-1.463564457962600374e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.263535686505242950e-01,-2.669546437526992833e-01,-1.108589626231544001e+00,8.184798351503923541e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.875118520473350925e-01,2.124181917453420720e-01,1.407163865983290130e+00,3.051548959766536839e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-3.010693900984820814e+00,2.356233286473073285e+00,6.576201292279989508e-01,-7.993693108946932080e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.468979959114018907e-01,7.792283501854390115e-01,6.971438029752943799e-02,6.938412254195740481e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-3.481437614992437979e+00,-1.844668875179942935e+00,1.898205083307195729e+00,9.329451950527875015e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.005960769284554468e-02,1.293488811984538023e+00,1.442832674810847760e-01,-4.266347779143084273e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.193725095323543206e-01,1.347845179950808714e-01,4.579576326211198811e-03,4.840958245402418036e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.164295001795203621e+00,-1.025402335291770495e+00,2.247970321100278390e+00,1.393927971931608223e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-3.871947321188601299e-01,1.335663534749580439e+00,-6.230585962443375703e-01,3.531464230353053013e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
